id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,direct_freekicks_order,value_season,bonus,starts_per_90,cost_change_start,news_added,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,corners_and_indirect_freekicks_order,ep_next,event_points,web_name,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,news,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,total_points,in_dreamteam,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank
156,Joel Ward,44,DEF,Crystal Palace,0.32,67,0.03,0.83,183,1,0,48,79513,1.0,,17.7,5,0.96,-1,2023-02-11T00:30:08.857316Z,32.15,1,1.28,0,114.0,102,436.2,0,,4.0,2,Ward,164.3,209,0.0,205,1.12,0,a,90,0,6,35,,0.07,0,10,60,100.0,142,,71.6,4.2,1,1.95,100.0,24,2.8,2253,78,False,45,282,0.04,251,4.2,98084,403,1.4,0.4,48,62,8,475
157,Nathaniel Clyne,45,DEF,Crystal Palace,0.16,163,0.03,0.60,318,0,0,66,32002,0.0,,9.8,0,1.04,0,2023-04-14T14:30:07.072449Z,26.26,0,1.44,0,8.0,152,203.6,0,,0.0,0,Clyne,124.9,348,0.0,250,0.00,0,a,59,0,3,23,,0.03,0,239,123,100.0,302,,33.6,0.0,0,0.60,100.0,19,2.0,1638,44,False,609,406,0.0,444,0.0,23422,246,1.26,0.1,120,119,3,342
158,Luka Milivojevic,42,MID,Crystal Palace,0.36,209,0.04,0.20,443,0,0,194,95373,0.0,3.0,5.5,0,0.9,-3,2023-05-12T15:00:08.764253Z,7.80,3,1.4,0,17.0,112,69.2,0,4.0,0.0,0,Milivojevic,43.6,432,0.0,375,0.34,0,i,317,0,2,7,Knock - Unknown return date,0.1,0,196,195,0.0,415,2.0,12.7,0.0,0,0.54,0.0,5,1.3,500,23,False,535,327,0.06,427,0.0,58191,80,1.26,0.3,179,193,2,590
159,Jordan Ayew,52,MID,Crystal Palace,0.27,50,0.08,2.52,200,4,0,54,96163,0.5,,20.0,4,1.03,-3,,41.13,3,1.37,0,429.0,96,490.8,0,,3.8,2,J.Ayew,465.5,77,0.0,65,3.13,0,a,85,0,5,41,,0.18,3,52,55,,118,,138.7,2.8,2,5.65,,31,2.7,2708,104,False,112,288,0.1,78,2.8,101259,332,1.36,0.4,52,77,8,156
160,Wilfried Zaha,72,MID,Crystal Palace,0.2,15,0.12,2.95,110,7,2,68,4227358,0.1,,13.2,6,1.06,2,2023-05-13T17:30:09.396934Z,33.24,-2,1.31,0,848.0,19,465.4,0,,0.0,0,Zaha,384.8,47,0.0,88,6.32,0,i,16,0,5,34,Hamstring injury - Expected back 01 Jul,0.37,2,165,34,0.0,131,1.0,169.4,0.5,0,9.27,0.0,27,3.5,2289,95,False,347,57,0.25,26,0.0,3982990,216,1.34,6.7,56,48,5,32
161,Jeffrey Schlupp,47,MID,Crystal Palace,0.32,74,0.04,1.11,209,3,0,96,35429,0.0,,18.9,2,1.07,-3,2023-05-12T15:00:08.782884Z,37.03,3,1.32,0,314.0,157,404.6,0,,0.0,0,Schlupp,257.6,135,0.0,139,2.97,0,i,180,0,7,38,Personal Reasons - Expected back 01 Jul,0.15,2,185,84,0.0,162,,97.9,0.2,0,4.08,0.0,30,2.6,2528,89,False,393,434,0.11,115,0.0,26289,324,1.35,0.1,67,79,9,300
163,Will Hughes,48,MID,Crystal Palace,0.11,168,0.07,0.63,416,1,0,157,4082,0.8,,8.5,3,0.77,-2,2023-03-10T13:30:08.876197Z,13.05,2,1.43,0,57.0,235,153.2,0,3.0,1.5,10,Hughes,102.1,357,0.0,286,0.34,0,a,159,0,4,11,,0.11,1,27,160,100.0,338,,31.0,4.0,0,0.97,100.0,7,1.5,822,41,False,53,597,0.04,336,4.0,2029,152,1.2,0.0,138,180,1,268
164,Jairo Riedewald,42,MID,Crystal Palace,0.0,221,0.02,0.01,477,0,0,224,9954,0.1,,1.4,0,0.0,-3,,0.93,3,1.4,0,4.0,201,9.8,0,,0.2,1,Riedewald,2.6,500,0.0,466,0.04,0,a,321,0,0,0,,0.08,0,156,223,,486,,1.5,0.5,0,0.05,,0,1.0,60,6,False,334,525,0.06,457,0.5,7021,19,0.0,0.0,217,210,0,601
165,Joachim Andersen,45,DEF,Crystal Palace,0.26,14,0.03,1.04,228,1,0,55,577385,0.6,,17.8,1,1.04,0,2023-04-26T08:30:07.682408Z,36.23,0,1.17,0,273.0,52,641.8,0,,2.2,2,Andersen,146.3,113,0.0,225,1.87,2,a,70,0,8,37,,0.09,0,36,18,100.0,62,,106.4,2.5,0,2.91,100.0,32,2.5,2782,80,False,126,151,0.06,135,2.5,483880,483,1.2,1.6,18,85,8,361
166,Odsonne Edouard,50,FWD,Crystal Palace,0.25,22,0.04,0.80,262,5,0,20,993269,0.6,,16.4,5,1.01,-5,2023-04-09T23:00:08.523466Z,24.19,5,1.22,0,544.0,22,351.6,0,,2.8,2,Edouard,227.7,109,0.0,158,4.14,0,a,55,0,3,25,,0.25,2,13,19,100.0,199,3.0,111.5,3.0,0,4.94,100.0,20,2.3,1788,82,False,95,134,0.21,54,3.0,877397,225,1.26,2.0,19,35,5,198
167,Marc Guéhi,45,DEF,Crystal Palace,0.24,25,0.02,0.82,206,1,0,57,591725,0.6,,21.1,2,1.0,0,2022-11-12T18:00:07.485433Z,46.47,0,1.26,0,205.0,44,688.2,0,,2.5,2,Guéhi,142.7,119,0.0,230,1.46,1,a,75,0,8,46,,0.06,0,28,21,100.0,46,,103.9,2.8,0,2.28,100.0,37,2.6,3330,95,False,110,121,0.04,176,2.8,674953,623,1.24,2.5,9,74,9,368
168,Jean-Philippe Mateta,51,FWD,Crystal Palace,0.36,44,0.02,0.16,436,2,0,50,148283,0.1,,8.0,3,0.72,-4,,13.49,4,1.62,0,240.0,49,115.8,0,,0.2,1,Mateta,67.1,319,0.0,336,3.44,0,a,53,0,3,10,,0.43,0,50,47,,367,,41.0,0.5,0,3.60,,6,1.4,748,41,False,341,308,0.41,153,0.5,101117,96,1.2,0.3,44,55,3,178
169,Eberechi Eze,57,MID,Crystal Palace,0.31,28,0.1,2.92,39,10,0,16,1474235,1.1,1.0,27.9,21,1.03,2,,32.64,-2,1.12,0,597.0,11,692.8,0,2.0,8.0,2,Eze,800.4,25,0.0,19,7.25,0,a,47,0,3,35,,0.35,5,4,17,,45,,208.9,6.2,4,10.17,,30,4.2,2631,159,False,9,34,0.25,45,6.2,2768543,580,1.2,12.8,19,18,9,85
170,Tyrick Mitchell,44,DEF,Crystal Palace,0.25,51,0.04,1.25,203,0,0,31,220180,0.7,,21.1,7,1.06,-1,2023-02-18T21:30:07.978116Z,42.90,1,1.34,1,135.0,67,470.4,0,,3.0,2,Mitchell,234.0,163,0.0,150,0.62,0,a,117,0,5,40,,0.06,2,24,38,100.0,128,,84.3,3.2,1,1.87,100.0,34,2.6,2889,93,False,80,192,0.02,230,3.2,229971,476,1.25,1.0,42,73,8,516
171,Michael Olise,53,MID,Crystal Palace,0.26,45,0.21,6.42,92,2,0,7,416514,0.8,2.0,24.9,15,1.02,-2,2022-08-01T17:30:04.743028Z,37.03,2,1.21,0,462.0,50,606.6,0,1.0,3.8,6,Olise,1014.6,26,0.0,9,2.87,0,a,84,0,2,38,,0.3,11,28,18,100.0,73,,208.8,4.0,2,9.29,100.0,31,3.6,2743,132,False,55,141,0.09,69,4.0,589134,517,1.25,1.8,32,40,8,154
172,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0.0,274,0.0,0.00,707,0,0,282,3866,0.0,,0.0,0,0.0,0,2022-08-12T14:22:11.539147Z,0.00,0,0.0,0,0.0,272,0.0,0,,0.0,0,Rak-Sakyi,0.0,696,0.0,691,0.00,0,u,226,0,0,0,Season-long loan to Charlton,0.0,0,247,280,0.0,692,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,642,681,0.0,675,0.0,241,0,0.0,0.0,277,291,0,398
173,Malcolm Ebiowei,42,MID,Crystal Palace,0.0,222,0.03,0.01,480,0,0,232,79156,0.0,,0.7,0,0.0,-3,2023-01-20T13:07:04.030779Z,0.18,3,0.52,0,4.0,127,3.4,0,,0.0,0,Ebiowei,0.9,508,0.0,484,0.00,0,u,326,0,0,1,Season-long loan to Hull City,0.03,0,198,228,0.0,510,,0.9,0.0,0,0.01,0.0,0,1.0,31,3,False,545,364,0.0,458,0.0,73938,9,2.9,0.2,230,211,0,620
174,Nathan Ferguson,39,DEF,Crystal Palace,0.0,185,0.0,0.00,575,0,0,195,47339,0.0,,0.0,0,0.0,-1,2022-08-11T16:30:05.407855Z,0.00,1,0.0,0,0.0,147,0.0,0,,0.0,0,Ferguson,0.0,562,0.0,541,0.00,0,i,243,0,0,0,Muscle injury - Expected back 01 Jul,0.0,0,149,197,0.0,558,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,439,390,0.0,504,0.0,31964,0,0.0,0.2,198,198,0,745
175,Sam Johnstone,44,GKP,Crystal Palace,0.33,64,0.0,0.00,52,0,0,73,80492,0.7,,8.2,5,1.0,-1,2023-02-23T10:00:09.118172Z,8.81,1,0.98,0,0.0,29,155.0,0,,2.5,3,Johnstone,0.0,420,2.89,641,0.00,0,a,20,26,1,10,,0.0,0,12,27,100.0,336,,15.6,3.0,2,0.00,100.0,9,4.0,810,36,False,90,183,0.0,619,3.0,181676,159,1.11,1.1,27,12,3,482
495,Remi Matthews,40,GKP,Crystal Palace,0.0,37,0.0,0.00,594,0,0,46,2895,0.0,,0.0,0,0.0,0,2022-07-28T16:30:04.783610Z,0.00,0,0.0,0,0.0,68,0.0,0,,0.0,0,Matthews,0.0,581,0.0,562,0.00,0,u,42,0,0,0,Joined St Johnstone on loan - Expected back 01 Jul,0.0,0,55,63,0.0,577,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,459,646,0.0,527,0.0,0,0,0.0,0.0,63,63,0,659
496,Luke Plange,45,FWD,Crystal Palace,0.0,74,0.0,0.00,706,0,0,75,136686,0.0,,0.0,0,0.0,0,2022-08-26T23:30:06.261539Z,0.00,0,0.0,0,0.0,56,0.0,0,,0.0,0,Plange,0.0,695,0.0,690,0.00,0,u,72,0,0,0,Joined RWD Molenbeek on loan - Expected back 01 Jul,0.0,0,66,76,0.0,691,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,641,351,0.0,674,0.0,18888,0,0.0,0.2,75,76,0,397
514,Cheick Doucouré,50,MID,Crystal Palace,0.23,123,0.04,1.22,280,0,0,76,29366,0.4,,14.8,3,1.1,0,2023-03-04T18:00:08.878516Z,40.18,0,1.31,1,157.0,159,471.4,0,,2.2,2,C.Doucouré,345.8,136,0.0,102,1.45,0,a,117,0,8,41,,0.09,3,68,85,100.0,126,,97.6,2.2,0,2.67,100.0,34,2.2,2770,74,False,147,439,0.05,210,2.2,23178,411,1.33,0.1,55,109,7,210
530,Chris Richards,44,DEF,Crystal Palace,0.2,146,0.01,0.05,430,0,0,153,8009,0.0,,3.0,0,0.81,-1,2023-03-30T15:30:10.576979Z,11.19,1,2.27,0,26.0,188,92.4,0,,0.0,0,Richards,15.3,429,0.0,434,0.71,0,a,118,0,0,11,,0.15,0,237,154,100.0,389,,13.2,0.0,0,0.76,100.0,4,1.4,443,13,False,596,510,0.14,405,0.0,3616,83,2.23,0.1,150,152,1,519
590,Joseph Whitworth,40,GKP,Crystal Palace,0.0,54,0.0,0.00,404,0,0,63,13834,0.0,,0.8,0,1.0,0,,2.07,0,1.04,0,0.0,50,41.8,0,,0.0,0,Whitworth,0.0,475,2.5,600,0.00,0,a,59,5,0,5,,0.0,0,72,35,,449,,4.2,0.0,0,0.00,,2,1.5,180,3,False,501,419,0.0,568,0.0,17599,28,2.5,0.1,35,37,0,703
601,Kaden Rodney,45,MID,Crystal Palace,0.0,303,0.0,0.00,740,0,0,309,2518,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,254,0.0,0,,0.0,0,Rodney,0.0,735,0.0,729,0.00,0,a,263,0,0,0,,0.0,0,274,308,,733,,0.0,0.0,0,0.00,,0,0.0,0,0,False,683,633,0.0,718,0.0,2935,0,0.0,0.0,307,313,0,453
604,Killian Phillips,45,MID,Crystal Palace,0.0,305,0.0,0.00,742,0,0,310,4282,0.0,,0.0,0,0.0,0,2023-01-12T12:00:24.935780Z,0.00,0,0.0,0,0.0,240,0.0,0,,0.0,0,Phillips,0.0,737,0.0,731,0.00,0,u,265,0,0,0,Season-long loan to Shrewsbury Town,0.0,0,276,309,0.0,736,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,686,604,0.0,721,0.0,4646,0,0.0,0.0,309,314,0,456
634,John-Kymani Gordon,45,FWD,Crystal Palace,0.0,78,0.0,0.00,713,0,0,79,29406,0.0,,0.0,0,0.0,0,2023-01-14T20:38:41.309378Z,0.00,0,0.0,0,0.0,66,0.0,0,,0.0,0,Gordon,0.0,703,0.0,698,0.00,0,u,76,0,0,0,Season-long loan to Carlisle United,0.0,0,70,80,0.0,699,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,648,457,0.0,682,0.0,31769,0,0.0,0.1,79,80,0,405
642,Kofi Balmer,40,DEF,Crystal Palace,0.0,201,0.0,0.00,611,0,0,209,6500,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,183,0.0,0,,0.0,0,Balmer,0.0,597,0.0,578,0.00,0,a,196,0,0,0,,0.0,0,166,211,,593,,0.0,0.0,0,0.00,,0,0.0,0,0,False,477,497,0.0,544,0.0,9124,0,0.0,0.1,212,213,0,677
644,Owen Goodman,40,GKP,Crystal Palace,0.0,55,0.0,0.00,641,0,0,64,2650,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,65,0.0,0,,0.0,0,Goodman,0.0,627,0.0,609,0.00,0,a,60,0,0,0,,0.0,0,73,80,,623,,0.0,0.0,0,0.00,,0,0.0,0,0,False,511,626,0.0,578,0.0,3448,0,0.0,0.0,80,80,0,713
654,Jack Wells-Morrison,45,MID,Crystal Palace,0.0,298,0.0,0.00,735,0,0,304,628,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,295,0.0,0,,0.0,0,Wells-Morrison,0.0,729,0.0,723,0.00,0,a,257,0,0,0,,0.0,0,269,303,,727,,0.0,0.0,0,0.00,,0,0.0,0,0,False,677,719,0.0,712,0.0,819,0,0.0,0.0,302,309,0,446
676,David Ozoh,45,MID,Crystal Palace,0.0,304,0.0,0.00,514,0,0,234,437,0.0,,0.2,0,0.0,0,,0.00,0,0.0,0,0.0,303,0.0,0,,0.0,0,Ozoh,0.8,536,0.0,490,0.00,0,a,264,0,0,0,,0.0,0,275,244,,735,,0.1,0.0,0,0.00,,0,1.0,1,1,False,685,733,0.0,720,0.0,625,3,0.0,0.0,308,236,0,455
725,Naouirou Ahamada,45,MID,Crystal Palace,0.0,212,0.02,0.02,536,0,0,218,686,0.0,,1.6,0,0.0,0,2023-05-04T11:00:10.337927Z,1.83,0,1.89,0,14.0,290,7.4,0,,0.0,1,Ahamada,13.2,486,0.0,439,0.15,0,a,232,0,1,2,,0.18,0,180,218,100.0,491,,3.0,0.2,0,0.17,100.0,0,0.9,87,7,False,387,708,0.16,431,0.2,999,20,2.07,0.0,219,252,0,410
766,Tayo Adaramola,40,DEF,Crystal Palace,0.0,221,0.0,0.00,636,0,0,226,12,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,259,0.0,0,,1.4,0,Adaramola,0.0,622,0.0,604,0.00,0,a,218,0,0,0,,0.0,0,186,228,,618,,0.0,0.0,0,0.00,,0,0.0,0,0,False,506,743,0.0,573,0.0,195,0,0.0,0.0,229,230,0,708
110,Neal Maupay,56,FWD,Everton,0.24,27,0.02,0.24,420,1,0,42,262409,0.1,,7.3,3,0.9,-9,,22.04,9,1.8,0,429.0,45,85.8,0,,1.3,0,Maupay,109.9,240,0.0,275,4.91,0,a,33,0,4,19,,0.42,0,46,36,,399,,62.2,0.6,1,5.15,,11,1.5,1104,41,False,330,270,0.4,79,1.1,206816,86,1.55,0.5,48,53,3,90
176,Asmir Begović,38,GKP,Everton,1.0,7,0.0,0.00,1,0,0,17,136679,0.0,,2.4,2,1.0,-2,2022-07-30T13:30:04.308081Z,1.04,2,1.04,0,0.0,33,36.0,0,,0.5,0,Begović,0.0,482,4.0,516,0.00,0,a,80,4,0,0,,0.0,0,32,36,100.0,457,,3.6,0.0,1,0.00,100.0,1,9.0,90,9,False,413,215,0.0,478,0.5,151666,30,0.0,0.8,36,1,1,763
177,Salomón Rondón,49,FWD,Everton,0.0,59,0.12,0.14,524,0,0,58,123311,0.0,,1.4,0,0.87,-1,2022-12-26T10:35:43.678546Z,2.80,1,2.45,0,41.0,50,7.4,0,,0.0,0,Rondón,26.1,461,0.0,406,0.79,0,u,60,0,0,2,Contract ended,0.81,0,82,61,0.0,492,,7.3,0.0,0,0.93,0.0,1,1.0,103,7,False,719,314,0.69,376,0.0,104601,12,1.75,0.3,62,66,0,221
178,Seamus Coleman,41,DEF,Everton,0.27,80,0.05,0.92,194,1,0,81,177142,0.0,,15.4,5,1.09,-4,2023-04-08T22:30:08.108199Z,33.50,4,1.82,0,95.0,124,297.8,0,,0.0,0,Coleman,108.7,273,0.0,277,0.30,0,i,176,0,1,25,Knee injury - Expected back 01 Jul,0.07,0,202,93,0.0,226,,50.4,0.0,1,1.22,0.0,20,2.7,1654,63,False,527,334,0.02,279,0.0,194808,314,1.36,0.3,83,67,5,631
179,Andros Townsend,54,MID,Everton,0.0,336,0.0,0.00,771,0,0,336,1529,0.0,3.0,0.0,0,0.0,-1,2022-07-05T15:30:04.167286Z,0.00,1,0.0,0,0.0,280,0.0,0,,0.0,0,Townsend,0.0,771,0.0,771,0.00,0,i,62,0,0,0,Lack of match fitness - Expected back 01 Jul,0.0,0,331,336,0.0,771,2.0,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,759,694,0.0,768,0.0,1405,0,0.0,0.0,336,336,0,118
180,Michael Keane,42,DEF,Everton,0.18,55,0.08,0.83,128,1,0,130,90724,0.4,,9.3,5,0.92,-3,2022-12-31T19:30:07.333808Z,23.98,3,2.2,0,131.0,98,242.6,0,,2.5,0,Keane,42.6,314,0.0,376,1.29,0,a,156,0,0,22,,0.2,2,67,108,100.0,274,,41.7,1.6,0,2.12,100.0,10,3.2,983,39,False,210,269,0.12,235,2.1,66542,180,2.01,0.5,104,32,2,593
181,Dele Alli,53,MID,Everton,0.0,218,0.0,0.00,532,0,0,226,54056,0.0,,0.4,0,0.0,-2,2022-08-26T07:27:01.424683Z,1.68,2,3.98,0,6.0,163,0.6,0,,0.0,0,Dele,2.2,512,0.0,470,0.00,0,u,71,0,0,1,Season-long loan to Besiktas,0.0,0,325,231,0.0,530,,0.9,0.0,0,0.00,0.0,0,1.0,38,2,False,751,446,0.0,452,0.0,7054,5,2.37,0.1,242,250,0,137
182,Jordan Pickford,44,GKP,Everton,0.22,66,0.01,0.35,112,0,0,1,956939,1.0,,28.2,10,1.0,-1,2022-09-07T22:00:06.103183Z,66.41,1,1.79,0,0.0,11,991.2,1,,4.7,5,Pickford,23.0,123,3.35,410,0.00,0,a,22,124,6,57,,0.01,1,6,3,100.0,7,,101.3,4.4,1,0.35,100.0,37,3.4,3330,124,False,38,64,0.0,621,4.9,991703,666,1.54,6.2,3,23,8,486
183,Allan Marques Loureiro,48,MID,Everton,0.0,319,0.0,0.00,753,0,0,322,16411,0.0,,0.0,0,0.0,-2,2022-09-27T07:53:15.044504Z,0.00,2,0.0,0,0.0,197,0.0,0,,0.0,0,Allan,0.0,751,0.0,746,0.00,0,u,161,0,0,0,Trasferred to Al Wahda,0.0,0,300,321,0.0,750,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,715,508,0.0,739,0.0,4852,0,0.0,0.1,321,323,0,270
184,André Tavares Gomes,45,MID,Everton,0.0,260,0.0,0.00,687,0,0,268,17699,0.0,,0.0,0,0.0,0,2022-09-02T11:09:03.863819Z,0.00,0,0.0,0,0.0,211,0.0,0,,0.0,0,André Gomes,0.0,676,0.0,670,0.00,0,u,205,0,0,0,Season-long loan to Lille,0.0,0,231,266,0.0,671,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,616,544,0.0,654,0.0,1409,0,0.0,0.0,263,277,0,358
185,Abdoulaye Doucouré,53,MID,Everton,0.24,96,0.09,1.52,157,5,0,94,37139,1.1,,14.3,10,1.0,-2,2023-04-03T22:00:08.050327Z,32.10,2,1.89,1,229.0,121,315.8,0,,5.3,11,A.Doucouré,261.2,176,0.0,137,2.61,0,a,73,0,6,27,,0.24,2,6,96,100.0,211,,80.3,6.0,3,4.13,100.0,17,3.0,1527,76,False,11,349,0.15,162,6.5,38775,263,1.59,0.2,89,63,4,139
186,Alex Iwobi,49,MID,Everton,0.24,63,0.11,4.31,122,2,0,12,570132,0.9,,25.7,9,1.01,-6,2023-01-11T00:00:07.750144Z,66.42,6,1.77,0,366.0,61,682.4,0,3.0,5.3,3,Iwobi,917.7,31,0.0,14,2.56,0,a,131,0,2,56,,0.18,8,21,21,100.0,47,,196.7,4.4,1,6.87,100.0,38,3.3,3379,126,False,40,182,0.07,101,4.9,643995,563,1.49,1.1,20,52,9,231
187,Jean-Philippe Gbamin,45,MID,Everton,0.0,261,0.0,0.00,688,0,0,269,5223,0.0,,0.0,0,0.0,0,2022-08-27T07:45:42.248796Z,0.00,0,0.0,0,0.0,256,0.0,0,,0.0,0,Gbamin,0.0,677,0.0,671,0.00,0,u,207,0,0,0,Season-long loan to Trabzonspor,0.0,0,232,267,0.0,672,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,617,639,0.0,655,0.0,1426,0,0.0,0.0,264,278,0,360
188,Yerry Mina,43,DEF,Everton,0.15,53,0.02,0.15,17,2,0,150,28032,0.9,,7.7,7,1.06,-2,2022-12-30T11:00:08.060213Z,10.30,2,1.56,0,134.0,110,176.8,0,,3.5,8,Mina,17.7,351,0.0,422,1.52,0,a,135,0,2,9,,0.25,0,12,125,100.0,319,,33.0,4.0,2,1.67,100.0,7,4.7,594,33,False,51,299,0.23,232,4.5,48284,115,1.36,0.4,127,2,1,555
189,Demarai Gray,51,MID,Everton,0.25,21,0.14,3.82,186,4,0,35,267814,0.2,1.0,17.8,4,0.97,-4,,46.59,4,1.68,0,670.0,84,410.4,0,1.0,1.0,3,Gray,605.2,48,0.0,43,6.17,0,a,99,0,3,39,,0.36,1,134,35,,156,3.0,168.5,1.0,0,9.99,,27,2.8,2501,91,False,287,255,0.22,36,1.5,224681,284,1.4,0.6,65,73,7,174
190,Tom Davies,49,MID,Everton,0.17,144,0.04,0.25,525,0,0,193,6534,0.0,,3.9,0,0.69,-1,2023-05-18T14:00:09.401786Z,12.04,1,2.07,0,98.0,213,50.4,0,,0.1,0,Davies,46.2,409,0.0,373,1.30,0,d,136,0,3,9,Hamstring injury - 25% chance of playing,0.26,0,308,181,25.0,437,,19.3,0.0,0,1.55,25.0,4,1.0,524,19,False,725,547,0.22,274,0.1,4749,55,1.55,0.0,191,245,1,236
191,Dominic Calvert-Lewin,79,FWD,Everton,0.31,28,0.06,0.72,252,2,0,39,196479,0.3,,5.1,2,1.16,-1,2023-05-14T20:00:08.964710Z,23.13,1,1.79,0,409.0,54,138.4,0,,0.0,0,Calvert-Lewin,122.4,226,0.0,255,5.90,0,i,12,0,3,22,Hamstring injury - Expected back 01 Jul,0.52,1,20,35,0.0,355,1.0,66.4,2.4,0,6.62,0.0,15,2.4,1166,40,False,136,333,0.46,85,0.0,167592,89,1.7,0.3,42,32,4,20
192,Mason Holgate,42,DEF,Everton,0.36,114,0.03,0.17,309,0,0,111,19397,0.0,,3.8,2,0.89,-3,2023-04-22T17:30:08.279932Z,9.49,3,1.69,1,55.0,178,90.4,0,,0.7,0,Holgate,71.9,400,0.0,332,1.00,0,a,162,0,1,9,,0.21,0,122,147,100.0,391,,21.5,0.2,0,1.17,100.0,5,2.0,506,16,False,377,474,0.18,337,0.7,9295,81,1.6,0.1,151,111,2,602
193,Ben Godfrey,43,DEF,Everton,0.11,128,0.01,0.08,425,0,0,131,17535,0.0,,4.2,0,1.12,-2,2023-05-01T22:00:07.875101Z,18.17,2,2.04,0,46.0,185,146.8,0,,0.0,0,Godfrey,42.3,392,0.0,377,1.24,0,i,138,0,2,18,Groin Injury - Unknown return date,0.15,1,224,144,0.0,345,,23.6,0.0,0,1.32,0.0,10,1.4,801,18,False,565,506,0.14,363,0.0,8179,101,2.02,0.1,142,150,1,561
194,Vitalii Mykolenko,41,DEF,Everton,0.24,64,0.03,0.91,269,0,0,20,276623,0.1,,18.3,4,1.02,-4,2023-05-14T20:00:08.992901Z,53.67,4,1.82,0,120.0,88,504.8,0,,1.0,0,Mykolenko,307.0,142,0.0,115,0.54,0,d,181,0,4,46,Thigh injury - 75% chance of playing,0.05,1,102,28,75.0,113,,93.4,0.6,1,1.45,75.0,30,2.2,2653,75,False,320,250,0.02,247,0.8,295596,449,1.56,0.6,37,97,7,639
196,Jarrad Branthwaite,40,DEF,Everton,0.0,216,0.0,0.00,631,0,0,222,1887,0.0,,0.0,0,0.0,0,2022-07-17T21:30:04.439165Z,0.00,0,0.0,0,0.0,243,0.0,0,,0.0,0,Branthwaite,0.0,617,0.0,598,0.00,0,u,213,0,0,0,Joined PSV Eindhoven on loan - Expected back 01 Jul,0.0,0,181,224,0.0,613,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,499,676,0.0,566,0.0,0,0,0.0,0.0,225,226,0,701
197,Nathan Patterson,39,DEF,Everton,0.14,74,0.05,0.71,386,0,0,77,1443024,0.3,,7.9,0,0.99,-1,2023-05-20T17:30:09.009071Z,25.40,1,1.79,0,108.0,47,231.4,0,,0.0,0,Patterson,111.9,294,0.0,270,0.48,0,i,246,0,3,22,Hamstring injury - Expected back 01 Jul,0.08,0,86,100,0.0,281,,45.3,1.0,0,1.19,0.0,14,1.6,1274,31,False,265,128,0.03,267,0.0,1278217,173,1.55,2.2,107,136,2,748
198,Niels Nkounkou,40,DEF,Everton,0.0,219,0.0,0.00,634,0,0,224,46493,0.0,,0.0,0,0.0,0,2022-08-29T07:10:42.988896Z,0.00,0,0.0,0,0.0,150,0.0,0,,0.0,0,Nkounkou,0.0,620,0.0,602,0.00,0,u,216,0,0,0,Season-long loan to Cardiff City,0.0,0,184,226,0.0,616,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,504,396,0.0,571,0.0,8908,0,0.0,0.2,227,228,0,706
199,James Tarkowski,41,DEF,Everton,0.24,2,0.05,1.89,179,1,0,44,1063756,0.7,,25.9,13,1.0,-4,,67.45,4,1.78,0,435.0,31,1019.6,0,,2.0,8,Tarkowski,184.7,51,0.0,185,2.97,0,a,175,0,6,57,,0.13,1,26,3,,6,,164.2,2.8,1,4.86,,38,2.8,3420,106,False,107,83,0.08,77,3.3,1463649,632,1.5,4.4,1,59,9,627
